S07	C15	0	technical review omits contracts/invariants/control-data flow/effects/failure-refusal distinctions
S07	C16	0	no rollback; no evidence-gated concurrency review
S07	C17	1	`An editorial reviewer`
S07	C18	0	editorial review checks vocabulary/actor/failure consistency, not concept order/examples/local completeness
S07	C19	0	near miss: domain-blind reviewer checks understandability; editorial review does not also check redundant repetition
S07	C20	0	no walk-away tooling-removal check
S07	C21	0	no full raw Markdown readability requirement
S07	C22	1	opens with the technical claim: `Before the write reaches`
S07	C23	0	near miss: `Name the actor in each important sentence`; not every effect
S07	C24	0	failure categories exist, but refusals/environmental failures/defects are not distinguished
S08	C01	1	`NormalizedKey` as the canonical tenant-qualified identity
S08	C02	0	invents effects: `every lookup, comparison, and storage write`
S08	C03	0	near miss: `[mutation entrypoint]` and `[normalization step]`; unknown outputs/invariants not explicit
S08	C04	1	`It should not repeat the full early source fragment`
S08	C05	0	allows canonical transclusion, so repetition is not limited to semantic consequence only
S08	C06	1	descriptive labels: `[Canonical Identity]`, `[Fragment A]`
S08	C07	1	the paragraph still conveys the claim without the bracketed links
S08	C08	1	direct declarative prose; no rhetorical question
S08	C09	1	no basic-language or storage-mechanics teaching
S08	C10	0	no frozen source inventory check; near miss is `Fragment reuse check`
S08	C11	0	near miss: exact fragment anchor resolves; no cycles check
S08	C12	0	near miss: canonical identifier and duplication consistency; no exact coverage/byte-equality trio
S08	C13	0	near miss: link resolution exists; no Markdown headings/navigation check
S08	C14	1	`A technical reviewer validates`
S08	C15	0	technical review checks claims and obligations, not contracts/invariants/control-data flow/effects/failure-refusal distinctions
S08	C16	0	no rollback or source-evidence applicability gate for concurrency
S08	C17	1	`An editorial reviewer`
S08	C18	0	editorial review checks vocabulary/link precision, not concept order/examples/local completeness
S08	C19	0	near miss: editorial review checks duplicated fragment drift, not missing local context
S08	C20	0	no walk-away tooling-removal check
S08	C21	0	no ordinary-source/full-Markdown readability rule
S08	C22	1	opens with the technical claim: `This mutation path relies on NormalizedKey`
S08	C23	0	near miss: `Name the actor in each important sentence`; not every effect
S08	C24	0	source evidence is required, but refusals/environmental failures/defects are not separated
S09	C01	1	`NormalizedKey` is the canonical tenant-qualified identity used by this write path
S09	C02	0	invents later effects: lookup, conflict/precondition, and storage mutation steps
S09	C03	0	near miss: `[actor pending verification]` and failure placeholders; unknown outputs/invariants not explicit
S09	C04	1	`Do not repeat the full early source fragment`
S09	C05	0	allows a repeated short excerpt for line-specific arguments
S09	C06	1	descriptive labels: `[Early page: NormalizedKey]`, `[Early source fragment anchor]`
S09	C07	1	the paragraph remains understandable without the bracketed references
S09	C08	1	direct declarative prose only
S09	C09	1	no ordinary-language or storage-mechanics teaching
S09	C10	0	no frozen source inventory check; near miss is `Every reuse link resolves`
S09	C11	0	near miss: exact earlier fragment anchor is checked; no cycles check
S09	C12	0	near miss: repeated excerpts are byte-identical; no reachability plus exact coverage bundle
S09	C13	0	no Markdown headings/navigation check
S09	C14	1	`Source-fidelity review by a reader`
S09	C15	0	technical review omits contracts/invariants/control-data flow/effects/failure-refusal distinctions
S09	C16	0	no rollback or evidence-gated concurrency applicability check
S09	C17	1	`Final editorial pass`
S09	C18	0	editorial pass checks vocabulary/link hygiene/placeholders, not concept order/examples/local completeness
S09	C19	0	near miss: reader-comprehension review checks local readability; editorial pass does not also check redundant repetition
S09	C20	0	no walk-away tooling-removal check
S09	C21	0	no full raw Markdown readability requirement
S09	C22	1	opens with the technical claim: `From [mutation entry point] onward`
S09	C23	0	near miss: `each important sentence names the actor`; not every effect
S09	C24	0	failure categories are present, but refusals/environmental failures/defects are not distinguished
S10	C01	1	`NormalizedKey` is the canonical tenant-qualified identity
S10	C02	1	connects meaning to the mutation write and keeps reuse/derived-form claims under `[VERIFY]`
S10	C03	0	near miss: `[VERIFY: actual actor name]`; unknown outputs/invariants are not explicit placeholders
S10	C04	1	`Do not repeat the full early source fragment by default`
S10	C05	0	allows repeating `that minimal line or a paraphrased callout`
S10	C06	0	near miss: bullets name destinations, but no concrete link-label example
S10	C07	1	the paragraph remains understandable without the optional backlink
S10	C08	1	direct declarative prose throughout
S10	C09	1	no basic-language or storage-mechanics teaching
S10	C10	0	no frozen source inventory check; near miss is `Link check`
S10	C11	0	near miss: anchored source fragment resolves; no cycles check
S10	C12	0	near miss: drift and duplication checks exist; no reachability plus exact coverage plus byte equality
S10	C13	0	no Markdown headings/navigation bundle
S10	C14	1	`Implementation reviewer`
S10	C15	0	technical review checks cited code claims, not contracts/invariants/control-data flow/effects/failure-refusal distinctions
S10	C16	0	no rollback or source-evidence applicability check for concurrency
S10	C17	1	`Editorial reviewer`
S10	C18	0	editorial review checks vocabulary/actor clarity/non-duplication, not concept order/examples/local completeness
S10	C19	0	near miss: fresh-reader reviewer checks understandability; editorial review does not also check missing local context and redundancy
S10	C20	0	no walk-away tooling-removal check
S10	C21	0	no requirement for readable ordinary source and full raw Markdown
S10	C22	1	opens with the technical claim: `In the mutation path`
S10	C23	1	`Stable vocabulary` plus `Every sentence describing behavior should name the actor`
S10	C24	0	failure categories are listed, but modeled refusals vs environmental failures vs defects are not distinguished
SUMMARY	S01=9	S02=9	S03=9	S04=9	S05=11	S06=9	S07=9	S08=9	S09=9	S10=10
